user_id,last_login_to_now,duration,level_end,os_corr,active_days,avg_session_cnt,is_payer
6fc81,454,122,15,0,11,3.1,0
5acad,572,5,6,0,4,3.7,1
uebho,395,80,35,0,78,7.3,1
0d74b,575,0,1,0,1,2,0
11205,556,19,14,0,12,3.8,0
ba703,574,0,1,0,1,2,0
idgcd,531,36,27,0,30,3.5,1
c6c19,577,0,1,0,1,2,0
cd8b9,213,372,42,0,317,3.9,1
jgzeh,358,49,29,1,49,6.4,1
72d53,589,0,6,0,1,3,0
b864d,117,454,14,0,10,3.6,0
goeix,159,241,42,0,149,7.4,1
f6d4d,0,579,76,0,503,11.8,1
ugkem,189,160,44,0,139,12.2,1
1827f,577,0,5,0,1,3,0
45331,561,24,19,0,14,3.3,0
gkegt,31,405,68,0,402,12.5,1
6a71b,571,0,1,0,1,2,0
tdzal,141,348,20,1,25,4.4,1
lugne,317,28,18,0,11,9.1,1
0c8fe,576,0,1,0,1,3,0
ufgue,137,143,29,1,55,4.7,1
ada93,560,14,12,0,4,4.2,0
0be48,291,281,31,0,77,4.6,1
gvesn,26,267,44,0,226,16.6,1
gpecp,395,57,28,0,42,4.6,1
99d9e,559,15,3,0,3,3.6,0
gfjcd,73,8,1,1,8,7.8,1
53e6c,580,2,11,0,3,4.3,0
72c88,585,0,1,0,1,2,0
4c79e,562,17,3,1,2,3,0
5c3f6,572,0,1,0,1,2,0
5df23,576,0,1,0,1,2,0
35da2,570,16,20,1,17,8.6,0
85162,575,0,1,0,1,2,0
c6f7e,574,1,9,0,2,5,0
vdtst,0,547,72,0,542,16.6,1
949d5,446,135,38,0,67,10.7,1
461ba,414,173,6,1,7,1.8,0
abd53,578,0,1,0,1,2,0
1a669,587,1,8,0,2,3,0
fgkec,437,20,27,0,21,6.5,1
digre,39,357,48,0,303,16.8,1
36ab3,122,462,9,0,3,2.6,0
5.00E+78,574,0,7,0,1,8,0
ace58,524,50,15,1,15,1.8,0
1cfcc,366,208,5,0,6,2.5,0
496aa,499,80,17,0,12,2.5,0
efgci,0,127,37,1,110,3.7,1
10336,589,0,1,0,1,3,0
gieqa,4,318,46,0,176,16.9,1
da0e6,575,0,1,0,1,2,0
dc761,484,93,26,0,33,4.3,0
hegdd,140,410,33,1,71,5.5,1
fdrwi,545,25,24,0,21,6.5,1
20365,163,414,25,0,52,5.3,0
eca57,569,15,6,0,5,8,0
1f563,389,196,23,0,37,8,0
3f95f,202,382,11,0,8,5.2,0
gefdu,2,173,52,0,168,12.6,1
78e7f,527,52,16,0,24,4.3,0
b879c,316,269,24,0,79,6.1,0
8c6e9,582,2,1,0,2,1.5,0
9a032,584,0,1,0,1,2,0
goeeb,49,398,41,0,154,9.2,1
pagre,97,345,37,0,140,3.3,1
273bc,577,1,6,0,2,3,0
egsea,128,71,43,0,71,9.4,1
vgker,186,138,29,0,57,4.7,1
hetbr,35,233,69,0,230,13.5,1
cgwfd,80,69,21,0,24,2.9,1
9308d,556,30,15,1,10,2.8,0
dcgje,113,140,42,1,132,4.1,1
d74ce,577,0,6,0,1,3,0
xeodx,77,252,26,1,247,2,1
c33f6,570,11,10,0,8,2.1,1
4fd2d,573,0,4,0,1,3,0
selns,255,94,33,0,81,3.1,1
7ff81,533,57,30,1,55,5.6,0
201c3,0,586,31,1,300,2.6,0
8bc6d,587,1,8,0,2,7,0
fgseu,102,180,1,0,8,3.8,1
ggneb,359,111,15,0,9,3.5,1
hgdeo,0,327,75,0,300,8.5,1
zgpes,78,220,31,0,258,5.9,1
celst,236,113,33,0,54,10,1
0a547,568,15,3,1,4,2.2,0
gbfhy,0,100,49,0,86,19.7,1
62507,332,243,25,0,40,5.7,1
gqdwn,83,424,85,0,408,7,1
c87e4,484,102,36,0,100,3.4,0
gmdxd,459,59,28,1,38,4.6,1
e34e1,513,69,13,0,9,4.2,0
tdsub,0,561,44,1,85,12.9,1
yhged,82,483,54,0,179,8.2,1
0dad1,578,0,2,0,1,2,0
gmekz,157,225,45,0,94,9.8,1
1e684,467,112,29,0,74,4.9,0
2ff12,21,568,79,1,560,11.5,1
neoop,216,126,46,0,120,15.3,1
pdtde,482,69,26,1,58,2.1,1
geezd,181,24,1,0,18,3.1,1
gtgme,379,43,31,0,41,7.5,1
03fac,569,2,1,0,2,1.5,0
13f8a,575,0,1,0,1,2,0
uguev,2,265,51,0,214,4.9,1
a7636,570,13,18,1,12,7.2,0
46632,244,331,53,0,217,8.9,1
bdc83,564,26,4,0,4,2.2,0
wgzdz,314,185,55,0,121,18.2,1
4b28c,577,0,4,0,1,8,0
gydww,330,194,43,0,167,4.6,1
398d7,577,0,1,0,1,2,0
390f7,3,584,23,1,79,2.6,0
e9b9d,210,377,5,0,4,2,0
e8f2c,265,309,2,0,3,1.3,0
xeucb,0,270,78,0,271,23.8,1
de10a,437,139,38,0,136,9.3,1
3fd94,588,0,1,0,1,6,0
xggue,1,285,56,0,245,8.3,1
hegiu,40,393,64,0,340,7.4,1
e760b,576,0,1,0,1,2,0
ef3a1,542,45,25,0,42,4.9,0
gzept,299,24,23,0,20,4.7,1
ketii,74,213,62,0,213,10.1,1
98f84,0,583,89,0,583,10.7,1
0afd5,587,0,2,0,1,4,0
ytgke,28,275,68,0,276,12.7,1
ef7dd,492,91,2,0,4,1.5,0
bab2c,191,394,82,0,393,21.4,0
8dca0,580,0,2,0,1,4,0
1641e,576,0,3,0,1,3,0
4ba50,579,1,1,0,2,1.5,0
lecpi,180,300,53,0,282,6.4,1
jgten,82,266,42,0,149,7.7,1
9db6b,577,2,4,0,3,3.3,0
16963,4,582,63,1,520,3.5,1
fesan,0,302,61,0,292,3.3,1
1e0c8,371,202,39,0,58,10.2,1
85432,245,340,35,0,101,5.3,0
yevwh,157,120,18,0,12,6.5,1
3.20E+11,0,574,72,0,550,7.5,1
7dfce,512,59,23,0,30,4.4,0
357ad,568,10,10,0,5,4,0
ccaba,583,0,6,1,1,5,0
georu,0,334,72,0,329,17,1
qvzgj,203,124,38,0,61,10,1
7a709,579,1,1,0,2,2,0
krgtf,0,88,34,1,88,5.9,1
29ea2,63,522,13,0,10,2.7,0
89d61,575,0,7,1,1,2,0
b1e5e,267,317,54,0,275,5.5,0
fb891,577,0,1,0,1,3,0
13ec8,0,578,75,0,579,12.2,1
ebc2a,19,569,38,0,172,7.4,1
kfnqh,0,10,20,0,11,10.9,1
wbgmf,0,125,38,0,107,5.3,1
6baac,499,78,1,0,2,2.5,0
ed308,343,247,1,0,4,1.7,0
2f732,575,7,6,0,4,2.5,0
ugped,313,133,36,0,113,3.5,1
b37a3,587,0,1,0,1,3,0
14d4e,590,0,1,0,1,2,0
2c3ac,0,591,62,0,411,8.5,0
677f1,529,58,27,0,37,6.1,1
jgzer,231,88,17,1,26,1.6,1
02be5,575,0,2,0,1,4,0
c4baa,531,48,29,0,41,6.6,0
hdton,531,24,18,1,16,2.8,1
orlgt,167,310,26,1,41,3.3,1
ceed1,580,2,14,0,3,4.6,0
7b775,579,0,1,0,1,2,0
dff71,576,0,1,0,1,3,0
ftgze,0,257,81,0,257,32.3,1
3d2f5,570,3,7,0,4,5.7,0
d613f,157,428,14,0,50,1.8,0
wgjds,0,559,77,0,537,7.8,1
egleq,40,270,45,0,220,14.4,1
gbdzp,55,428,70,0,316,19.8,1
160eb,587,0,1,1,2,1.5,0
d7190,575,0,1,0,1,2,0
grdwp,358,168,27,0,24,9.5,1
78159,215,372,85,1,251,38.3,1
c2035,579,0,1,0,1,3,0
4583d,500,75,13,0,5,8.6,0
3a692,52,535,36,0,139,3.5,0
0a213,584,0,2,0,1,2,0
aa640,439,146,47,0,103,11.6,0
e3d4f,573,0,1,0,1,2,0
cb822,472,118,1,0,2,4,0
ef055,427,144,11,0,3,4.6,0
ragye,263,149,29,0,70,2.9,1
ojpgu,55,103,38,0,94,7.2,1
8b15a,244,328,1,0,3,2,0
c3f8f,566,17,6,0,8,5.3,0
3db4d,19,569,1,0,40,7.1,0
2a198,588,0,1,0,1,2,0
91cc3,556,16,4,0,4,2.2,0
a2ebc,578,0,3,0,1,4,0
jugpe,148,200,46,0,177,6.3,1
f666f,572,0,2,0,1,4,0
70153,580,1,8,0,2,8.5,0
c4995,228,356,85,0,231,23.6,1
41951,569,4,9,0,5,4.6,0
9bfbc,575,4,1,0,3,1.3,0
gmedb,219,245,39,0,71,9.5,1
57a81,494,85,41,0,67,8.6,0
ngbec,4,465,79,0,386,16.5,1
3.79E+05,585,1,2,0,2,1.5,0
igldr,556,7,19,0,8,9,1
170af,63,522,1,0,6,1.6,0
nrggw,204,3,1,1,4,2.7,1
faa05,565,21,12,0,5,3.2,0
gaefn,421,10,25,0,11,27.1,1
d35e0,355,223,10,0,4,3.7,0
5186a,113,459,17,0,37,2.1,0
9fa48,105,480,33,0,112,6.4,1
55e2a,568,4,10,0,4,3.5,0
97926,535,42,25,0,37,8,0
aefqd,0,428,49,0,328,7.6,1
cdb7b,290,289,17,1,18,5.5,0
3affa,577,8,14,0,7,5.1,0
781ae,575,0,1,0,1,2,0
1ffa6,461,118,2,0,2,1.5,0
gffhl,53,64,27,0,49,4.8,1
cc0b1,569,5,3,0,5,2,0
3.70E+72,575,0,1,0,1,2,0
a176e,580,1,1,0,2,3.5,0
adb7f,554,31,20,0,15,6.2,1
leorm,6,322,58,1,309,5.5,1
d477b,590,0,1,0,1,2,0
35cef,559,15,15,0,8,2.6,0
91328,589,0,1,0,1,4,0
dcogl,277,35,24,0,15,7.8,1
hfilr,1,83,34,0,57,5.2,1
462b9,0,583,7,0,6,2,0
cekwj,216,160,42,1,103,8.7,1
a8c48,590,0,1,0,1,2,0
3532d,576,0,1,0,1,3,0
gcefn,0,435,85,1,431,16,1
8bb65,575,0,1,0,1,2,0
24e4f,574,0,1,0,1,5,0
aeeih,0,448,73,0,448,14.2,1
26372,572,0,6,0,1,4,0
ofgse,0,296,56,0,279,8.5,1
cgnes,0,301,108,0,301,30.4,1
de468,581,6,13,0,6,5.5,0
667b2,585,0,2,0,1,4,0
vogze,357,115,26,0,66,2.9,1
iqgre,0,389,59,0,366,5.4,1
segav,145,287,50,0,154,17,1
gkery,88,217,34,0,197,8.5,1
4dbd8,590,0,1,0,1,2,0
97566,356,233,20,0,36,2.8,0
gadxm,293,213,59,0,207,9.2,1
pdznu,144,350,14,0,8,2.7,1
e1429,240,347,39,1,82,10.4,1
dfbbf,574,15,9,0,13,3.2,0
ugfej,117,269,27,0,33,4.2,1
kfegf,0,151,56,0,152,15.8,1
jghff,0,133,29,1,66,2.3,1
513ce,580,0,6,1,1,3,0
756c8,320,267,3,0,7,1.5,0
cgpfg,124,7,23,0,32,7.7,1
7ad14,590,0,1,0,1,2,0
xdaoc,165,337,41,0,98,9.3,1
jfbop,0,177,45,1,131,10.3,1
gqein,307,98,33,0,90,5.4,1
f30fe,585,0,1,0,1,2,0
gidue,416,121,54,1,121,15.6,1
87ff3,563,17,9,0,4,2,0
b868a,387,185,5,0,5,2.8,0
dextv,97,131,46,0,227,18.1,1
b5325,445,128,1,0,2,2,0
xejal,0,381,114,1,382,46.7,1
5d399,588,0,1,0,1,2,0
oghes,276,25,26,0,18,13.1,1
gaeow,288,39,32,1,145,6.2,1
db8de,587,0,6,0,1,2,0
13f27,576,5,13,0,5,4.8,0
becb4,585,0,1,0,1,2,0
ed0e0,198,393,28,0,87,2.8,0
b1315,578,1,1,0,2,2,0
xgzfh,0,99,33,0,46,17.6,1
8352,582,0,2,0,1,5,0
f7b4f,574,1,8,0,2,3.5,0
14b5a,541,32,2,0,4,1.7,0
12d32,349,235,26,1,29,4.6,0
22a2b,115,469,26,0,36,6.3,0
625f6,570,1,9,0,2,4.5,0
4837f,582,1,7,0,2,2.5,0
df473,0,584,52,0,286,6.4,1
cdrmv,49,519,52,0,154,14.5,1
52b5c,557,23,12,0,10,2.4,0
aygpd,429,78,17,0,10,5.2,1
ggffh,98,4,1,0,4,3,1
e6197,0,572,139,0,571,17.2,1
bb273,570,13,5,0,7,1.7,0
d9cb5,0,587,108,1,587,13.5,1
gedzx,195,304,44,0,190,10.1,1
6be87,581,1,11,0,4,5.7,0
bdylu,317,182,32,0,94,4.1,1
ytgee,218,13,21,0,13,5.7,1
217a3,560,11,10,0,9,3,0
gaefh,389,34,21,0,26,4.1,1
391d1,558,29,16,0,21,2.1,1
fzgmf,17,112,47,1,94,16.5,1
e0a12,149,429,2,0,2,2,0
b01e9,586,0,6,0,1,9,0
geeys,26,205,52,0,174,10.7,1
ugqfn,0,5,10,0,6,3.8,1
eggea,0,180,38,0,53,12.7,1
0b585,588,0,6,0,1,3,0
mjgqe,327,16,19,0,15,6,1
rgweo,137,196,35,0,122,6.9,1
gwfhy,1,117,36,1,71,4,1
vchgj,0,422,79,0,414,7.9,1
pgxdt,0,545,85,0,423,13.2,1
gldyh,511,1,10,1,2,3,1
6859f,533,49,6,0,4,2.2,0
igrgf,376,88,41,0,81,11.1,1
yekdh,39,344,73,0,319,10.8,1
e7156,525,65,7,0,8,1.8,0
72aae,265,307,33,0,50,9,1
sgyep,47,283,28,0,47,6.3,1
aespd,0,300,58,0,301,8.8,1
26ac6,576,0,1,0,1,2,0
f9ab3,589,0,2,0,1,2,0
d7aa7,586,0,8,0,1,6,0
udurd,299,236,34,0,65,7,1
61d6f,586,0,1,0,1,2,0
igfek,239,125,41,0,97,8.8,1
c47c2,578,0,1,0,1,2,0
76ab6,571,0,1,0,1,2,0
f23df,571,1,1,0,2,3,0
9b406,577,0,2,0,1,2,0
fa1bd,578,8,4,0,2,1.5,0
cd75d,575,0,1,0,1,2,0
8.00E+263,182,401,54,0,198,10.8,1
f2ad6,571,1,1,0,2,2,0
1587e,406,175,16,0,60,3.5,0
d42bc,215,362,6,0,5,12.8,0
gmepr,222,109,35,0,99,5.7,1
419d6,56,520,36,0,91,9.1,1
7340e,577,6,1,0,3,1.6,0
ogsea,191,12,18,0,11,6.5,1
29b49,587,0,1,0,1,2,0
59949,0,591,46,1,198,6.9,1
9f28e,576,0,1,0,1,3,0
c29b4,576,0,2,0,1,2,0
hxgid,183,309,7,1,16,1.5,1
dmoge,342,110,36,0,67,8.1,1
gnffn,4,117,1,1,50,4.5,1
c9bc5,578,0,1,0,1,2,0
gjesa,0,296,78,0,291,27.8,1
kgdei,173,224,58,0,215,8.4,1
zegib,154,272,84,0,422,16.7,1
35f5e,574,4,2,0,2,2,0
fdxdg,106,407,24,1,61,3.4,1
axgld,232,264,57,1,164,16.2,1
egbef,202,221,34,0,69,4.6,1
gxdwf,511,2,10,0,3,6.3,1
a56e6,580,2,7,0,3,10,0
jagvf,127,20,7,0,5,2,1
16071,588,0,1,0,1,2,0
7872a,561,16,21,0,12,8.4,0
regxx,210,217,28,0,50,4,1
5c649,586,0,7,0,1,2,0
db096,578,0,1,0,1,2,0
gxeax,0,178,45,0,131,13.9,1
gydrt,392,170,39,0,86,10.3,1
f9177,573,0,6,0,1,4,0
eygde,328,5,20,0,6,19.1,1
b5331,559,24,21,0,17,5.8,0
5851c,569,9,6,0,7,3,0
bcf7d,575,0,1,0,1,2,0
gefos,4,9,15,0,9,4.1,1
c08ab,581,0,1,1,1,2,0
vbgvd,333,209,30,1,34,5.7,1
azcgf,0,231,67,0,229,15.7,1
kmgce,325,59,15,1,5,3,1
991af,515,60,13,0,12,10.2,0
90db1,1,572,59,0,368,5.3,1
bgrej,5,385,47,0,208,7.1,1
b9189,575,2,2,0,2,3,0
6b0db,589,0,1,0,1,3,0
gbdwv,0,518,77,0,512,7.5,1
mjghe,394,2,14,0,3,5.3,1
yhghd,184,315,58,0,246,8.6,1
gjerw,170,155,43,0,125,9.4,1
gweyd,87,128,44,0,121,6.8,1
tgaff,54,93,32,0,55,6.2,1
7.84E+06,589,0,1,0,1,2,0
f7b26,573,1,1,1,2,1.5,0
c41f9,588,0,9,1,1,4,0
eed31,445,133,17,0,18,5.1,0
17ff5,584,4,14,0,4,5.2,0
d6a47,577,0,2,0,1,2,0
ecace,568,3,5,0,4,2.7,0
92897,575,0,1,0,1,3,0
bfjxg,58,13,15,0,10,2.1,1
idrdn,68,496,55,1,318,9.4,1
d6180,566,20,10,0,5,3.4,0
169,572,14,7,0,4,2.5,0
2e344,555,20,9,0,8,3.3,0
d4964,577,9,15,0,10,9.8,0
16126,570,0,1,0,1,5,0
cd81a,578,1,2,0,2,4,0
0e976,578,0,1,0,1,2,0
geehf,358,57,33,1,48,7.5,1
ndugj,496,29,26,0,28,4.8,1
rgkex,4,233,1,0,124,5.5,1
bogsd,420,84,24,0,21,4.8,1
b4229,579,0,2,0,1,4,0
f89fe,574,0,1,0,1,2,0
gpdun,309,218,19,1,68,3,1
wgkey,211,20,14,0,4,6.5,1
vgbfb,1,200,25,0,50,4,1
vogoe,114,214,47,0,214,13,1
sgkez,112,113,44,0,112,8.4,1
6d80c,577,0,1,0,1,8,0
381c9,549,35,7,0,2,3,0
14277,586,0,1,0,1,4,0
gqdym,0,492,108,0,490,22.6,1
1eef4,0,589,53,0,178,9.3,0
mgafh,93,6,21,0,7,22.2,1
b71d2,590,0,1,0,1,3,0
f1357,585,0,1,0,1,5,0
d9cb5,0,587,108,1,587,13.5,1
2cb0f,567,7,10,0,6,5.6,0
lgker,211,111,37,0,65,6.4,1
44a4e,576,0,1,0,1,2,0
96612,9,564,20,0,27,3,0
depws,1,331,45,0,208,3.5,1
59b1f,575,0,1,0,1,2,0
gkfku,0,64,40,0,61,6.7,1
9dd06,417,164,15,0,39,1.3,0
tgyek,362,27,16,0,7,7,1
dhgle,187,109,46,1,105,12.9,1
vtgze,194,202,49,0,131,14.3,1
gpepy,10,312,46,1,298,9.4,1
94027,551,37,26,1,37,6.1,0
80df4,0,581,104,1,503,41,1
60bb8,561,20,5,0,5,1.8,0
tfjqa,80,1,13,1,2,11.5,1
60036,586,0,1,0,2,1.5,0
90810,541,31,18,0,11,6.2,0
6bf8f,581,0,1,0,1,4,0
8.23E+10,321,265,16,0,23,2.6,0
7173c,588,0,1,0,1,3,0
7cba8,528,58,5,1,8,1.5,0
73bad,542,34,6,0,4,9,0
d770a,589,1,8,0,2,4.5,0
bgsec,211,261,36,0,104,3.9,1
4c3da,574,0,1,0,1,2,0
xyegj,228,320,26,0,63,5.8,1
4799,271,307,6,0,7,1.5,0
f54f6,567,21,14,0,6,2.8,0
0c582,142,436,1,0,3,1.6,0
igeek,0,367,78,0,345,14.3,1
2f069,572,0,1,1,1,4,0
d1906,575,0,1,0,1,2,0
f984c,590,0,1,0,1,2,0
gaein,395,4,14,1,4,6,1
d388d,532,50,12,1,11,2.1,0
efgxf,12,110,1,0,60,5.3,1
cf7bf,576,0,1,0,1,2,0
66978,257,321,15,0,8,5.6,0
aemft,0,345,64,0,341,12.8,1
jdxev,0,505,72,1,490,12,1
6fb73,575,0,1,0,1,3,0
30ab9,188,397,63,0,196,19.6,1
91509,440,146,38,0,103,9.3,0
b3504,488,85,36,0,48,16.3,0
vgjen,304,33,30,1,33,13.3,1
ndxvq,405,110,43,0,96,13.6,1
92a59,553,21,1,0,2,1.5,0
916c4,576,0,1,0,1,2,0
gvekd,101,279,55,1,205,13.6,1
xsgmf,43,99,32,0,80,4.5,1
19770,582,1,5,1,2,2.5,0
36fef,557,25,2,0,2,1.5,0
2861,578,0,1,0,1,2,0
vaghd,0,499,96,0,499,17.4,1
86c80,555,18,7,0,5,1.4,0
5188b,576,0,1,0,1,2,0
3bbe2,577,0,1,0,1,2,0
3be50,576,0,1,0,1,2,0
d189e,576,0,1,0,1,3,0
159f5,569,11,12,0,5,3,0
f2bdc,545,27,14,0,9,6.7,0
dsdgy,277,196,28,0,22,13.1,1
hjghf,121,24,29,1,146,32.4,1
fe53b,512,66,1,0,2,1.5,0
85a63,496,81,6,0,2,1.5,0
weffd,64,364,30,0,43,4.3,1
083a5,292,281,2,0,3,1.3,0
mgmfd,74,76,1,0,24,4,1
0b051,521,57,7,0,3,1.6,0
4e4e4,489,87,7,0,3,4,0
5-Feb-04,1,579,70,0,484,13.8,1
d420e,583,0,4,0,1,7,0
3aa60,100,491,14,1,21,2.9,0
8ff0e,580,2,1,0,2,2,0
uhgke,23,291,54,0,291,9.3,1
necml,81,396,79,0,344,17.1,1
20e5c,576,12,20,0,13,10.6,0
vexzt,62,168,45,1,121,3.7,1
c57ae,583,0,1,0,1,2,0
398d5,562,28,4,1,2,1.5,0
42d43,64,511,31,0,66,3.6,0
d6bd6,571,6,6,1,3,2,0
75017,459,115,1,0,3,3.3,0
eaf1c,550,25,1,0,2,2,0
ggzer,0,309,99,0,310,24.6,1
55703,570,1,7,0,2,3,0
5cd26,227,360,9,0,11,4.1,0
1ae18,571,8,10,0,8,2.6,0
f1893,569,16,16,0,12,6.3,0
nygtf,69,3,19,0,4,14.2,1
0e709,571,0,1,0,1,2,0
4d90d,560,15,12,1,12,2.5,0
fyzgf,193,82,36,0,79,5.5,1
gcezj,117,93,49,0,93,24.3,1
bigef,157,16,20,0,12,4,1
b2b85,577,0,1,0,1,3,0
c905e,570,10,14,0,10,8.9,0
pgmda,446,38,28,0,39,6.2,1
63515,563,8,10,0,7,4.4,0
grdun,519,21,10,1,13,1.9,1
e2559,586,1,7,0,2,2,0
d6183,483,106,39,0,64,12.2,1
migsd,456,64,30,0,50,4.6,1
1.90E+24,560,17,23,0,18,6.3,0
zfdfp,157,4,23,0,5,19.4,1
3444a,140,436,5,0,3,5.3,0
5d66a,582,0,1,0,1,2,0
b18e2,482,107,34,0,240,12.5,1
8e18b,584,0,4,0,1,2,0
zdgxe,31,276,43,0,80,4.6,1
422a9,576,0,1,0,1,2,0
gaeco,327,148,38,0,142,3.8,1
cd97d,43,546,13,0,34,3.6,0
ufedi,135,9,24,1,10,6.8,1
qwgid,0,516,98,0,470,21.3,1
tgtel,127,263,40,0,187,4.9,1
jgven,193,165,36,0,141,3.3,1
gnfdh,22,128,1,0,45,4.8,1
gcerz,240,70,38,1,62,7.7,1
d8ae2,513,61,18,0,17,2.7,0
xmvgd,292,151,51,0,77,26.9,1
989,538,32,7,1,11,4.6,0
244a0,576,0,1,0,1,2,0
oenrk,292,59,29,1,46,6.3,1
gsdvm,258,272,45,0,181,15.5,1
b5e91,588,0,1,0,1,2,0
e35e7,13,577,45,0,431,2.9,0
gkfca,135,13,26,0,14,14.2,1
ec5c7,0,574,47,0,192,7.6,1
72b4f,575,0,1,0,1,2,0
18075,570,0,6,0,1,3,0
rgvfh,45,47,22,0,27,4.1,1
93cc3,15,568,26,1,53,2.5,0
igaer,29,277,27,0,139,3.7,1
vgnei,127,283,52,0,232,6.3,1
2d84b,571,6,2,0,2,2,0
57b22,589,0,1,0,1,2,0
jeqrw,50,268,72,0,220,15.2,1
6c370,576,0,1,0,1,2,0
ndwoz,496,6,4,0,2,3.5,1
4aacc,567,6,16,0,6,5.1,0
c1198,560,27,29,1,26,11.7,1
geeea,374,85,39,0,62,13.5,1
31bab,589,0,1,0,1,2,0
9232a,564,22,15,0,17,5.1,0
28176,511,66,12,0,21,3.2,0
6e27e,580,0,7,0,1,6,0
44930,554,19,25,0,19,5.5,1
53268,590,0,2,0,1,3,0
e1914,558,18,7,0,4,2.7,0
gbdur,0,533,51,0,158,18.6,1
jfkms,0,59,35,0,54,15.5,1
rgfey,80,147,1,0,118,4.7,1
bc851,571,12,6,0,7,5.7,0
a6d1b,573,8,10,0,7,3.2,0
43abc,583,0,1,0,1,3,0
47618,573,0,1,0,1,2,0
6b562,43,544,1,0,2,1.5,0
gqdax,153,342,55,0,148,9.3,1
c7eb8,446,130,28,0,54,10,0
nedku,269,183,45,0,73,18.1,1
90045,577,1,10,0,2,4,0
vgyey,162,71,29,0,60,3.5,1
gdeik,81,335,52,0,177,10.7,1
93662,577,0,1,0,1,2,0
sgmes,267,26,19,0,17,3.8,1
c0314,574,0,1,1,1,2,0
tenah,252,105,51,0,106,18.4,1
5.92E+02,588,0,2,0,1,5,0
gvesf,207,91,21,1,33,2.6,1
sfixi,0,110,39,1,107,5,1
3756c,242,340,12,0,8,2.8,0
72aae,265,307,33,0,50,9,1
gkenx,175,184,53,0,133,10.3,1
43c60,445,143,19,0,17,5.7,0
xgnep,0,326,56,0,273,10.1,1
gzesc,39,262,48,0,239,18.7,1
78b64,269,320,74,0,292,24,1
e0d5d,575,0,1,0,1,2,0
qtgge,1,336,78,0,301,17.9,1
74c02,582,0,1,0,1,2,0
zjgvd,203,302,39,0,112,6.5,1
96b5d,588,0,1,0,1,2,0
322da,585,5,11,0,5,3.4,0
b76e7,47,535,17,0,33,2.7,1
5868c,583,0,1,0,1,2,0
497d1,251,324,12,0,8,3.1,0
4f0ef,578,0,2,0,1,3,0
3.00E+77,575,0,3,0,1,2,0
30291,574,0,1,0,1,2,0
fa7c3,99,480,66,0,451,11,1
2.40E+99,583,0,2,0,1,3,0
nwqgr,12,49,1,0,18,1.8,1
ac7db,129,451,46,1,207,6.1,1
jixgx,246,76,33,1,68,5.4,1
06f0e,579,0,1,0,1,2,0
gadrt,509,61,38,0,61,17.9,1
femlh,135,210,33,0,59,4.3,1
ec421,576,0,1,0,1,4,0
qgdfk,21,50,1,0,41,4.3,1
hgeet,244,36,31,0,36,12.4,1
30c33,576,1,1,0,2,1.5,0
bkgrd,438,124,33,0,50,6.7,1
25f9d,579,0,7,0,1,2,0
53de2,214,371,34,1,98,4.2,1
a3dd4,195,383,48,1,125,7.6,1
6e48a,513,67,38,0,59,8.8,1
e751f,533,57,33,0,55,11.2,1
jgyey,74,135,27,0,65,2.7,1
vgedz,486,10,22,0,11,10.8,1
856ff,0,578,79,0,308,13.1,0
3c1db,435,136,6,0,2,2,0
5e1be,580,0,1,0,1,3,0
3542e,572,0,1,1,1,2,0
d2a74,215,361,48,0,213,12,1
f846e,311,279,26,0,31,6.2,1
2b645,575,0,1,0,1,2,0
1af0f,409,166,36,0,59,11.4,0
geeek,85,357,34,0,125,3.4,1
bggdw,133,393,47,0,128,12.3,1
vgsdx,10,504,39,0,184,3.4,1
c8e1f,326,249,58,0,226,8.7,1
ab5a6,578,0,1,0,1,2,0
wsgsd,0,567,149,1,566,69.7,1
zfprf,0,0,9,0,1,5,1
3c208,507,75,1,0,2,4,0
a1485,576,0,1,0,1,3,0
gcduv,37,494,57,1,228,13.1,1
oxgwe,337,7,13,0,5,3.6,1
3317b,571,0,4,1,1,3,0
ef4b0,589,0,1,0,1,2,0
ec8c7,571,0,2,0,1,3,0
kcgbd,0,543,75,0,497,13.6,1
b8329,568,22,14,0,13,2,0
gaeox,24,304,39,0,116,6.3,1
828db,579,0,1,0,1,3,0
98217,274,311,50,0,237,6.7,1
fc287,0,579,78,0,572,18.5,1
83b38,588,0,1,0,1,2,0
gtdte,516,37,32,0,34,20.6,1
goecc,437,27,18,0,11,6.8,1
01df8,538,51,20,0,32,4.6,0
ddxqk,433,71,32,0,55,8.2,1
0de90,575,1,2,0,2,2,0
7dd8c,589,1,1,0,2,2.5,0
bf20e,531,47,21,1,21,6.9,0
jdyid,112,401,51,0,323,5.6,1
82bf0,583,0,6,0,1,3,0
44f0a,352,223,14,0,8,7.8,0
f34b2,548,26,21,0,22,4.4,0
1763f,581,0,11,0,1,18,0
jfgyu,0,92,53,0,93,21.3,1
c8ad0,361,212,38,0,152,4,0
dlgad,5,549,24,0,37,5.7,1
qcggd,294,209,40,0,126,7,1
e5601,588,2,7,0,3,2.3,0
glggd,0,524,82,0,511,9.1,1
1ba55,495,88,7,0,10,2.7,0
gjesl,179,124,40,0,196,10.8,1
e761e,590,0,1,0,1,2,0
d8bd0,542,43,12,0,2,8.5,0
5761,581,2,13,0,3,10.6,0
idsle,454,102,47,0,101,22.6,1
igtej,288,117,50,0,117,28.8,1
281a3,504,72,35,0,61,5.6,0
ieock,29,302,1,0,10,8.4,1
